score_IT,score_CS,score_CE,score_MMA,total_correct,accuracy_score,average_speed,interest_score,performance_group,performance_encoded,Track,track_encoded
3,3,1,0,7,0.35,0.3410760277252691,0.4735695889098923,Low,2,Information Technology,2
3,1,0,5,9,0.45,0.8911688123143067,0.31353247507427734,Average,0,Multimedia Arts,3
0,3,3,1,7,0.35,0.31057573905260255,0.48576970437895906,Low,2,Computer Science,1
3,5,3,0,11,0.55,0.6065844551724563,0.48736621793101753,Average,0,Computer Science,1
5,2,0,3,10,0.5,0.3136247672806543,0.5745500930877383,Average,0,Information Technology,2
0,0,3,1,4,0.2,0.442940292906444,0.3428238828374224,Low,2,Computer Engineering,0
4,2,1,2,9,0.45,0.5921232673337514,0.43315069306649945,Average,0,Information Technology,2
1,0,2,3,6,0.3,0.6097832158492039,0.33608671366031845,Low,2,Multimedia Arts,3
2,3,3,3,11,0.55,0.9691802805070624,0.34232788779717505,Average,0,Computer Engineering,0
2,0,3,3,8,0.4,0.8228446120729069,0.3108621551708372,Average,0,Multimedia Arts,3
4,2,3,0,9,0.45,0.46059079908451006,0.485763680366196,Average,0,Information Technology,2
0,4,1,1,6,0.3,0.9087076993183383,0.21651692027266467,Low,2,Computer Science,1
0,3,5,2,10,0.5,0.5487791839569647,0.4804883264172141,Average,0,Computer Engineering,0
3,2,3,1,9,0.45,0.8641146401402047,0.32435414394391815,Average,0,Computer Engineering,0
5,0,3,2,10,0.5,0.9422843435723363,0.3230862625710655,Average,0,Information Technology,2
2,1,0,4,7,0.35,0.8039847547104211,0.28840609811583157,Low,2,Multimedia Arts,3
3,3,2,3,11,0.55,0.8507866445609182,0.3896853421756327,Average,0,Information Technology,2
0,1,3,1,5,0.25,0.34986228523621277,0.41005508590551487,Low,2,Computer Engineering,0
3,3,4,1,11,0.55,0.9671110160828778,0.34315559356684894,Average,0,Computer Engineering,0
3,3,2,2,10,0.5,0.9265465893275513,0.32938136426897946,Average,0,Information Technology,2
2,2,4,2,10,0.5,0.4215130612568504,0.5313947754972599,Average,0,Computer Engineering,0
0,2,1,3,6,0.3,0.41280731291137535,0.41487707483544983,Low,2,Multimedia Arts,3
3,1,4,2,10,0.5,0.47870188282366355,0.5085192468705346,Average,0,Computer Engineering,0
3,2,0,3,8,0.4,0.3725427317510529,0.49098290729957883,Average,0,Information Technology,2
3,3,3,3,12,0.6,0.6978469483732092,0.48086122065071635,Average,0,Computer Science,1
2,3,0,3,8,0.4,0.9245821253796618,0.2701671498481353,Average,0,Multimedia Arts,3
5,2,3,0,10,0.5,0.348927462534844,0.5604290149860625,Average,0,Information Technology,2
0,3,3,4,10,0.5,0.9396314542134241,0.32414741831463034,Average,0,Multimedia Arts,3
3,3,0,0,6,0.3,0.839098120642811,0.2443607517428756,Low,2,Computer Science,1
1,3,3,2,9,0.45,0.562229005228879,0.44510839790844847,Average,0,Computer Engineering,0
0,0,0,4,4,0.2,0.7263288339155505,0.22946846643377983,Low,2,Multimedia Arts,3
2,4,2,0,8,0.4,0.8734719766592536,0.2906112093362986,Average,0,Computer Science,1
5,0,3,0,8,0.4,0.9987134493443026,0.24051462026227893,Average,0,Information Technology,2
5,2,2,2,11,0.55,0.34528119676025215,0.5918875212958992,Average,0,Information Technology,2
3,5,3,3,14,0.7,0.9407707954781037,0.4436916818087585,High,1,Computer Science,1
3,1,1,2,7,0.35,0.4215507088591386,0.44137971645634455,Low,2,Information Technology,2
3,2,4,3,12,0.6,0.6772930349164861,0.4890827860334056,Average,0,Computer Engineering,0
2,4,0,2,8,0.4,0.5639890172061212,0.4144043931175515,Average,0,Computer Science,1
5,3,1,3,12,0.6,0.43614207029974217,0.5855431718801032,Average,0,Information Technology,2
5,1,0,1,7,0.35,0.9786285081111656,0.21854859675553373,Low,2,Information Technology,2
5,2,3,2,12,0.6,0.6241828566557,0.51032685733772,Average,0,Information Technology,2
5,0,2,0,7,0.35,0.37780074326353946,0.4588797026945842,Low,2,Information Technology,2
5,2,0,0,7,0.35,0.5722855392235457,0.3810857843105817,Low,2,Information Technology,2
1,0,0,5,6,0.3,0.9092853551740114,0.21628585793039543,Low,2,Multimedia Arts,3
1,2,0,5,8,0.4,0.9621857595869316,0.25512569616522734,Average,0,Multimedia Arts,3
2,4,0,2,8,0.4,0.6106517378161699,0.39573930487353204,Average,0,Computer Science,1
1,2,0,5,8,0.4,0.7852255685068446,0.32590977259726217,Average,0,Multimedia Arts,3
0,1,2,4,7,0.35,0.9313040066787439,0.23747839732850243,Low,2,Multimedia Arts,3
0,1,5,2,8,0.4,0.8477177487435332,0.3009129005025867,Average,0,Computer Engineering,0
1,2,5,1,9,0.45,0.4424274426146031,0.4930290229541588,Average,0,Computer Engineering,0
1,4,2,1,8,0.4,0.8637483651369515,0.2945006539452194,Average,0,Computer Science,1
2,3,0,4,9,0.45,0.8499446094155778,0.3300221562337689,Average,0,Multimedia Arts,3
1,2,4,1,8,0.4,0.7544037773562281,0.33823848905750875,Average,0,Computer Engineering,0
2,3,2,2,9,0.45,0.49025967794083364,0.47389612882366655,Average,0,Computer Science,1
0,5,0,0,5,0.25,0.9987868515581388,0.15048525937674445,Low,2,Computer Science,1
3,1,2,0,6,0.3,0.6274143724474774,0.329034251021009,Low,2,Information Technology,2
3,5,0,2,10,0.5,0.567625990307465,0.472949603877014,Average,0,Computer Science,1
4,2,1,2,9,0.45,0.830689177769024,0.33772432889239046,Average,0,Information Technology,2
3,1,0,3,7,0.35,0.3610839134716771,0.4655664346113292,Low,2,Multimedia Arts,3
2,0,5,0,7,0.35,0.4027712707874576,0.44889149168501696,Low,2,Computer Engineering,0
1,3,1,2,7,0.35,0.8952367608227527,0.2519052956708989,Low,2,Computer Science,1
4,1,0,3,8,0.4,0.6123252131152597,0.39506991475389613,Average,0,Information Technology,2
3,4,1,0,8,0.4,0.30934714797010804,0.5162611408119568,Average,0,Computer Science,1
2,2,3,2,9,0.45,0.7587731024961655,0.36649075900153383,Average,0,Computer Engineering,0
3,0,3,3,9,0.45,0.9791967834898407,0.27832128660406374,Average,0,Computer Engineering,0
2,2,3,0,7,0.35,0.6606886173658131,0.3457245530536748,Low,2,Computer Engineering,0
0,3,4,2,9,0.45,0.9136604185149273,0.3045358325940291,Average,0,Computer Engineering,0
1,5,0,2,8,0.4,0.41083035809099455,0.4756678567636022,Average,0,Computer Science,1
4,0,3,1,8,0.4,0.6916771842300715,0.3633291263079714,Average,0,Information Technology,2
2,1,1,4,8,0.4,0.7791807467015908,0.3283277013193637,Average,0,Multimedia Arts,3
3,5,1,2,11,0.55,0.898197370925665,0.370721051629734,Average,0,Computer Science,1
3,2,3,0,8,0.4,0.32520288782170836,0.5099188448713167,Average,0,Information Technology,2
0,3,1,4,8,0.4,0.8471824270035524,0.30112702919857903,Average,0,Multimedia Arts,3
1,2,4,3,10,0.5,0.4273139343520731,0.5290744262591708,Average,0,Computer Engineering,0
2,0,0,5,7,0.35,0.8505172163613359,0.26979311345546564,Low,2,Multimedia Arts,3
0,2,3,3,8,0.4,0.6699903028489592,0.3720038788604163,Average,0,Computer Engineering,0
2,1,3,3,9,0.45,0.8220925560429173,0.3411629775828331,Average,0,Computer Engineering,0
2,3,2,5,12,0.6,0.48268598769589405,0.5669256049216425,Average,0,Multimedia Arts,3
2,3,4,2,11,0.55,0.391814256861057,0.5732742972555772,Average,0,Computer Engineering,0
2,1,3,4,10,0.5,0.860751656235407,0.3556993375058372,Average,0,Multimedia Arts,3
0,4,1,3,8,0.4,0.3137018347136962,0.5145192661145215,Average,0,Computer Science,1
1,2,0,3,6,0.3,0.5196381536795872,0.3721447385281651,Low,2,Multimedia Arts,3
5,1,2,3,11,0.55,0.3424238654872112,0.5930304538051155,Average,0,Information Technology,2
1,3,1,5,10,0.5,0.5226162328763977,0.49095350684944095,Average,0,Multimedia Arts,3
4,3,2,3,12,0.6,0.7145984236195618,0.4741606305521753,Average,0,Information Technology,2
0,0,0,3,3,0.15,0.9741727753367775,0.100330889865289,Low,2,Multimedia Arts,3
3,1,1,1,6,0.3,0.7840381179548457,0.26638475281806173,Low,2,Information Technology,2
1,4,1,0,6,0.3,0.30051086916359443,0.4597956523345622,Low,2,Computer Science,1
5,3,3,0,11,0.55,0.3550742954364736,0.5879702818254106,Average,0,Information Technology,2
0,1,4,2,7,0.35,0.4431508301509097,0.43273966793963614,Low,2,Computer Engineering,0
2,5,2,1,10,0.5,0.30434273306752935,0.5782629067729883,Average,0,Computer Science,1
3,3,2,1,9,0.45,0.4830960416157757,0.4767615833536898,Average,0,Computer Science,1
0,3,5,0,8,0.4,0.4967086856148257,0.4413165257540697,Average,0,Computer Engineering,0
0,0,3,3,6,0.3,0.3602535865381077,0.4358985653847569,Low,2,Multimedia Arts,3
5,2,2,3,12,0.6,0.6300411040540586,0.5079835583783766,Average,0,Information Technology,2
2,2,0,5,9,0.45,0.35675502144253424,0.5272979914229863,Average,0,Multimedia Arts,3
1,0,1,4,6,0.3,0.5508469382499628,0.3596612247000149,Low,2,Multimedia Arts,3
3,3,3,2,11,0.55,0.37669613158230336,0.5793215473670786,Average,0,Computer Science,1
0,3,2,2,7,0.35,0.9270785725652209,0.23916857097391164,Low,2,Computer Science,1
3,5,3,0,11,0.55,0.9987052320685585,0.3305179071725766,Average,0,Computer Science,1
2,3,3,2,10,0.5,0.7744105795829902,0.39023576816680394,Average,0,Computer Science,1
0,3,1,3,7,0.35,0.30729232755791247,0.48708306897683507,Low,2,Multimedia Arts,3
2,2,5,2,11,0.55,0.738193155032624,0.43472273798695044,Average,0,Computer Engineering,0
2,1,2,5,10,0.5,0.8191866921807733,0.3723253231276907,Average,0,Multimedia Arts,3
4,0,0,0,4,0.2,0.6699043761738421,0.25203824953046317,Low,2,Information Technology,2
1,1,4,1,7,0.35,0.7876960815892431,0.29492156736430275,Low,2,Computer Engineering,0
1,0,4,1,6,0.3,0.6351505134708311,0.32593979461166755,Low,2,Computer Engineering,0
0,3,0,2,5,0.25,0.619925482267057,0.30202980709317717,Low,2,Computer Science,1
3,2,4,3,12,0.6,0.35040522149238396,0.6198379114030463,Average,0,Computer Engineering,0
2,3,2,2,9,0.45,0.5430286611680526,0.452788535532779,Average,0,Computer Science,1
1,0,2,3,6,0.3,0.3565726117072752,0.4373709553170899,Low,2,Multimedia Arts,3
3,5,1,0,9,0.45,0.5221210197926149,0.4611515920829541,Average,0,Computer Science,1
5,0,1,1,7,0.35,0.6922705773210257,0.3330917690715897,Low,2,Information Technology,2
2,2,5,2,11,0.55,0.4384978376125225,0.5546008649549911,Average,0,Computer Engineering,0
3,0,4,1,8,0.4,0.5484489590824123,0.42062041636703507,Average,0,Computer Engineering,0
1,3,3,4,11,0.55,0.7141212594257472,0.44435149622970116,Average,0,Multimedia Arts,3
2,2,3,0,7,0.35,0.5510223116758443,0.3895910753296623,Low,2,Computer Engineering,0
2,5,0,2,9,0.45,0.6009778371523857,0.4296088651390457,Average,0,Computer Science,1
4,1,1,2,8,0.4,0.5596505996488497,0.41613976014046017,Average,0,Information Technology,2
1,3,1,0,5,0.25,0.7304942468542812,0.2578023012582875,Low,2,Computer Science,1
5,2,1,2,10,0.5,0.658066218308297,0.4367735126766812,Average,0,Information Technology,2
4,2,0,3,9,0.45,0.6151077291670863,0.42395690833316546,Average,0,Information Technology,2
4,2,3,3,12,0.6,0.8635211278047132,0.41459154887811467,Average,0,Information Technology,2
0,0,0,4,4,0.2,0.9236299833997701,0.15054800664009196,Low,2,Multimedia Arts,3
3,1,5,3,12,0.6,0.572239693826902,0.5311041224692392,Average,0,Computer Engineering,0
1,0,2,5,8,0.4,0.42924792943267087,0.46830082822693164,Average,0,Multimedia Arts,3
2,3,3,0,8,0.4,0.8162258255903665,0.3135096697638534,Average,0,Computer Engineering,0
1,3,5,3,12,0.6,0.41481379337396146,0.5940744826504154,Average,0,Computer Engineering,0
3,5,0,2,10,0.5,0.33302023122685154,0.5667919075092593,Average,0,Computer Science,1
2,3,1,3,9,0.45,0.663405107176892,0.4046379571292432,Average,0,Multimedia Arts,3
3,4,1,0,8,0.4,0.3964469309073892,0.4814212276370443,Average,0,Computer Science,1
5,3,2,2,12,0.6,0.6885203709525591,0.48459185161897633,Average,0,Information Technology,2
4,0,0,3,7,0.35,0.7517228067342416,0.30931087730630336,Low,2,Information Technology,2
3,2,2,5,12,0.6,0.3643568499884581,0.6142572600046168,Average,0,Multimedia Arts,3
0,3,1,2,6,0.3,0.6374475700971306,0.32502097196114776,Low,2,Computer Science,1
4,1,2,2,9,0.45,0.5612897229996475,0.44548411080014105,Average,0,Information Technology,2
1,3,4,2,10,0.5,0.9293514224490342,0.3282594310203863,Average,0,Computer Engineering,0
1,3,2,2,8,0.4,0.4354095183274903,0.4658361926690039,Average,0,Computer Science,1
2,5,1,3,11,0.55,0.750848134890943,0.4296607460436228,Average,0,Computer Science,1
5,1,3,1,10,0.5,0.9372921073206175,0.325083157071753,Average,0,Information Technology,2
3,4,3,0,10,0.5,0.4539620296797226,0.5184151881281109,Average,0,Computer Science,1
1,0,2,4,7,0.35,0.8861759154785105,0.2555296338085958,Low,2,Multimedia Arts,3
2,0,3,2,7,0.35,0.6468921368202549,0.35124314527189804,Low,2,Computer Engineering,0
0,1,5,3,9,0.45,0.8852164649973273,0.3159134140010691,Average,0,Computer Engineering,0
2,0,3,1,6,0.3,0.8402987123780261,0.24388051504878955,Low,2,Computer Engineering,0
3,2,3,4,12,0.6,0.8134710157941771,0.43461159368232916,Average,0,Multimedia Arts,3
0,2,4,2,8,0.4,0.7280361588177249,0.34878553647291005,Average,0,Computer Engineering,0
1,2,2,3,8,0.4,0.6960244314363837,0.3615902274254465,Average,0,Multimedia Arts,3
3,0,5,1,9,0.45,0.5609442659192267,0.4456222936323093,Average,0,Computer Engineering,0
5,0,1,3,9,0.45,0.6310698067978002,0.41757207728087997,Average,0,Information Technology,2
1,1,2,5,9,0.45,0.9269532658605033,0.2992186936557987,Average,0,Multimedia Arts,3
1,0,3,3,7,0.35,0.6258580054345898,0.3596567978261641,Low,2,Computer Engineering,0
0,3,1,5,9,0.45,0.316545169035115,0.5433819323859541,Average,0,Multimedia Arts,3
3,1,0,3,7,0.35,0.9645454506906377,0.22418181972374493,Low,2,Information Technology,2
1,3,2,3,9,0.45,0.4987395745177247,0.47050417019291013,Average,0,Multimedia Arts,3
0,3,4,2,9,0.45,0.6036979651985167,0.4285208139205934,Average,0,Computer Engineering,0
1,0,5,0,6,0.3,0.906094775763645,0.21756208969454197,Low,2,Computer Engineering,0
4,0,2,0,6,0.3,0.7489794598416826,0.280408216063327,Low,2,Information Technology,2
3,1,3,4,11,0.55,0.38302788452911524,0.5767888461883539,Average,0,Multimedia Arts,3
2,4,3,1,10,0.5,0.8638864932862553,0.35444540268549785,Average,0,Computer Science,1
3,3,2,4,12,0.6,0.4870887439532315,0.5651645024187074,Average,0,Multimedia Arts,3
3,2,5,1,11,0.55,0.7068743378264812,0.44725026486940755,Average,0,Computer Engineering,0
1,0,4,1,6,0.3,0.770699431177498,0.2717202275290008,Low,2,Computer Engineering,0
1,3,2,3,9,0.45,0.9142875481361472,0.3042849807455411,Average,0,Computer Science,1
0,4,2,0,6,0.3,0.49818161491472057,0.3807273540341118,Low,2,Computer Science,1
1,4,3,2,10,0.5,0.3710055342810491,0.5515977862875804,Average,0,Computer Science,1
3,0,0,0,3,0.15,0.881789687478598,0.1372841250085608,Low,2,Information Technology,2
5,0,3,0,8,0.4,0.7669214524010883,0.33323141903956466,Average,0,Information Technology,2
5,1,2,3,11,0.55,0.969945353119132,0.3420218587523472,Average,0,Information Technology,2
1,2,5,3,11,0.55,0.5750079755922031,0.4999968097631188,Average,0,Computer Engineering,0
3,2,2,0,7,0.35,0.9618425459932853,0.22526298160268585,Low,2,Information Technology,2
1,1,5,2,9,0.45,0.6361105770115812,0.4155557691953675,Average,0,Computer Engineering,0
3,5,3,1,12,0.6,0.989865652537363,0.3640537389850548,Average,0,Computer Science,1
1,5,1,3,10,0.5,0.6442188308011689,0.4423124676795324,Average,0,Computer Science,1
4,0,3,1,8,0.4,0.3716353965326684,0.49134584138693266,Average,0,Information Technology,2
3,1,1,0,5,0.25,0.5258291036232368,0.3396683585507053,Low,2,Information Technology,2
1,4,2,0,7,0.35,0.9618288497084297,0.2252684601166281,Low,2,Computer Science,1
0,5,0,2,7,0.35,0.5656513768870437,0.38373944924518255,Low,2,Computer Science,1
3,3,5,0,11,0.55,0.5116040336702736,0.5253583865318906,Average,0,Computer Engineering,0
2,2,5,3,12,0.6,0.4840149090438628,0.5663940363824549,Average,0,Computer Engineering,0
1,4,1,2,8,0.4,0.5521667309306613,0.4191333076277355,Average,0,Computer Science,1
3,0,3,3,9,0.45,0.8292330007186852,0.3383067997125259,Average,0,Information Technology,2
1,3,2,3,9,0.45,0.4340411591585391,0.4963835363365844,Average,0,Multimedia Arts,3
5,3,1,2,11,0.55,0.9363277461449631,0.35546890154201477,Average,0,Information Technology,2
0,4,0,1,5,0.25,0.6442113877636415,0.2923154448945434,Low,2,Computer Science,1
5,3,2,1,11,0.55,0.48701230620926983,0.5351950775162921,Average,0,Information Technology,2
2,2,3,2,9,0.45,0.4008076764246675,0.509676929430133,Average,0,Computer Engineering,0
3,0,0,2,5,0.25,0.8661183791925682,0.20355264832297273,Low,2,Information Technology,2
3,0,5,2,10,0.5,0.5073965250082931,0.49704138999668274,Average,0,Computer Engineering,0
3,3,3,3,12,0.6,0.49301091283773735,0.562795634864905,Average,0,Information Technology,2
2,1,5,1,9,0.45,0.6680179950336531,0.4027928019865388,Average,0,Computer Engineering,0
3,4,3,1,11,0.55,0.40740871494800734,0.5670365140207971,Average,0,Computer Science,1
3,1,3,2,9,0.45,0.6079488582176344,0.4268204567129462,Average,0,Computer Engineering,0
0,1,3,3,7,0.35,0.9082303290756899,0.24670786836972403,Low,2,Multimedia Arts,3
2,4,3,1,10,0.5,0.8291804492861907,0.3683278202855237,Average,0,Computer Science,1
1,2,5,3,11,0.55,0.5909433914181985,0.4936226434327206,Average,0,Computer Engineering,0
0,3,2,0,5,0.25,0.8049802817628646,0.22800788729485416,Low,2,Computer Science,1
0,3,0,5,8,0.4,0.6841165706782366,0.36635337172870536,Average,0,Multimedia Arts,3
5,2,1,0,8,0.4,0.4035531660754495,0.4785787335698202,Average,0,Information Technology,2
3,3,1,1,8,0.4,0.6479992823550857,0.3808002870579657,Average,0,Information Technology,2
3,3,5,1,12,0.6,0.841656899687913,0.42333724012483476,Average,0,Computer Engineering,0
0,0,3,4,7,0.35,0.721703002764581,0.3213187988941676,Low,2,Multimedia Arts,3
0,3,3,4,10,0.5,0.8807400072861467,0.34770399708554134,Average,0,Multimedia Arts,3
2,3,0,3,8,0.4,0.3571334895616799,0.497146604175328,Average,0,Computer Science,1
1,1,1,4,7,0.35,0.4956545374430946,0.41173818502276216,Low,2,Multimedia Arts,3
1,0,4,2,7,0.35,0.321705100228658,0.4813179599085369,Low,2,Computer Engineering,0
2,2,0,5,9,0.45,0.7056267422334928,0.38774930310660294,Average,0,Multimedia Arts,3
3,4,2,3,12,0.6,0.9498567384851881,0.38005730460592474,Average,0,Computer Science,1
1,0,3,3,7,0.35,0.4569870902184862,0.4272051639126055,Low,2,Computer Engineering,0
5,1,2,3,11,0.55,0.3046762944618074,0.6081294822152771,Average,0,Information Technology,2
1,5,2,1,9,0.45,0.8224773977955178,0.3410090408817929,Average,0,Computer Science,1
1,3,5,2,11,0.55,0.9868485245056933,0.3352605901977227,Average,0,Computer Engineering,0
5,2,1,2,10,0.5,0.6430863608403414,0.4427654556638634,Average,0,Information Technology,2
2,2,3,1,8,0.4,0.6091354312503869,0.39634582749984526,Average,0,Computer Engineering,0
3,3,3,5,14,0.7,0.7724395699270263,0.5110241720291895,High,1,Multimedia Arts,3
0,2,5,0,7,0.35,0.5589753955197795,0.3864098417920882,Low,2,Computer Engineering,0
2,0,4,1,7,0.35,0.8074017784390171,0.2870392886243932,Low,2,Computer Engineering,0
5,1,2,1,9,0.45,0.7678984954740202,0.3628406018103919,Average,0,Information Technology,2
2,2,0,4,8,0.4,0.5667148095161081,0.41331407619355676,Average,0,Multimedia Arts,3
3,2,0,3,8,0.4,0.7684784181761977,0.3326086327295209,Average,0,Information Technology,2
3,1,2,5,11,0.55,0.36861531734358605,0.5825538730625657,Average,0,Multimedia Arts,3
2,2,4,0,8,0.4,0.6776585249847726,0.3689365900060909,Average,0,Computer Engineering,0
3,1,1,5,10,0.5,0.7239311563653015,0.4104275374538794,Average,0,Multimedia Arts,3
3,2,5,1,11,0.55,0.31010718852312696,0.6059571245907492,Average,0,Computer Engineering,0
4,0,3,1,8,0.4,0.8788731586915504,0.2884507365233798,Average,0,Information Technology,2
2,3,3,5,13,0.65,0.8957404535057543,0.4317038185976983,Average,0,Multimedia Arts,3
0,1,4,1,6,0.3,0.615863644031456,0.3336545423874176,Low,2,Computer Engineering,0
2,3,4,1,10,0.5,0.8751934605624134,0.34992261577503464,Average,0,Computer Engineering,0
3,0,3,2,8,0.4,0.4110718289784106,0.4755712684086358,Average,0,Computer Engineering,0
3,3,1,4,11,0.55,0.5410494326951855,0.5135802269219258,Average,0,Multimedia Arts,3
1,5,0,2,8,0.4,0.38068180811944813,0.4877272767522208,Average,0,Computer Science,1
5,1,0,0,6,0.3,0.5780584577383889,0.34877661690464445,Low,2,Information Technology,2
3,1,0,2,6,0.3,0.4742305107337397,0.39030779570650415,Low,2,Information Technology,2
0,5,2,0,7,0.35,0.8787122310987323,0.25851510756050705,Low,2,Computer Science,1
0,1,1,4,6,0.3,0.4951072722038546,0.3819570911184582,Low,2,Multimedia Arts,3
3,4,0,2,9,0.45,0.5720504501643189,0.44117981993427247,Average,0,Computer Science,1
0,3,4,3,10,0.5,0.7067961673503519,0.41728153305985927,Average,0,Computer Engineering,0
3,2,3,1,9,0.45,0.6299165996637792,0.41803336013448833,Average,0,Information Technology,2
0,3,0,2,5,0.25,0.3249217931813922,0.42003128272744317,Low,2,Computer Science,1
0,0,3,5,8,0.4,0.36744296074475685,0.4930228157020972,Average,0,Multimedia Arts,3
2,4,3,3,12,0.6,0.7575107467257165,0.4569957013097134,Average,0,Computer Science,1
5,3,1,0,9,0.45,0.6722606780305309,0.40109572878778765,Average,0,Information Technology,2
4,1,1,0,6,0.3,0.5505509341550721,0.35977962633797117,Low,2,Information Technology,2
2,1,5,2,10,0.5,0.9683355015227768,0.3126657993908893,Average,0,Computer Engineering,0
3,3,1,2,9,0.45,0.365386157121371,0.5238455371514517,Average,0,Information Technology,2
3,5,0,2,10,0.5,0.3403095083948977,0.5638761966420409,Average,0,Computer Science,1
0,1,1,3,5,0.25,0.4670572525228389,0.3631770989908645,Low,2,Multimedia Arts,3
3,0,3,1,7,0.35,0.8911811907325597,0.25352752370697607,Low,2,Information Technology,2
0,3,3,2,8,0.4,0.8775399968695199,0.28898400125219204,Average,0,Computer Science,1
3,5,1,2,11,0.55,0.44525237911902193,0.5518990483523912,Average,0,Computer Science,1
3,1,3,1,8,0.4,0.3139913783341512,0.5144034486663396,Average,0,Computer Engineering,0
0,0,0,5,5,0.25,0.6930938840091923,0.2727624463963231,Low,2,Multimedia Arts,3
5,2,2,3,12,0.6,0.8901843275716683,0.40392626897133266,Average,0,Information Technology,2
3,5,1,0,9,0.45,0.7254307913372235,0.3798276834651106,Average,0,Computer Science,1
4,2,3,2,11,0.55,0.6952107628586734,0.45191569485653066,Average,0,Information Technology,2
2,3,5,3,13,0.65,0.39261079463823545,0.6329556821447059,Average,0,Computer Engineering,0
2,1,3,5,11,0.55,0.5687971775543672,0.5024811289782531,Average,0,Multimedia Arts,3
1,4,1,0,6,0.3,0.3491212852614203,0.4403514858954319,Low,2,Computer Science,1
0,2,0,5,7,0.35,0.9162207396991444,0.24351170412034223,Low,2,Multimedia Arts,3
4,0,2,2,8,0.4,0.9748018910691938,0.2500792435723225,Average,0,Information Technology,2
3,0,0,0,3,0.15,0.4523665756403061,0.30905336974387754,Low,2,Information Technology,2
2,0,4,1,7,0.35,0.3370396459512304,0.47518414161950784,Low,2,Computer Engineering,0
1,3,5,2,11,0.55,0.9502495566195375,0.34990017735218504,Average,0,Computer Engineering,0
5,3,1,0,9,0.45,0.9910000285219842,0.2735999885912063,Average,0,Information Technology,2
1,0,1,3,5,0.25,0.8180362593717847,0.22278549625128613,Low,2,Multimedia Arts,3
1,5,2,2,10,0.5,0.830867955291555,0.367652817883378,Average,0,Computer Science,1
3,1,0,4,8,0.4,0.9996834206758429,0.2401266317296628,Average,0,Multimedia Arts,3
3,3,3,0,9,0.45,0.6528383341924971,0.40886466632300117,Average,0,Information Technology,2
3,1,0,5,9,0.45,0.4096877720402229,0.5061248911839109,Average,0,Multimedia Arts,3
0,2,0,4,6,0.3,0.5253024945440123,0.36987900218239506,Low,2,Multimedia Arts,3
0,3,0,5,8,0.4,0.5841327364658728,0.40634690541365087,Average,0,Multimedia Arts,3
3,0,0,1,4,0.2,0.4258856952531278,0.3496457218987489,Low,2,Information Technology,2
3,1,1,2,7,0.35,0.4348070185220446,0.43607719259118216,Low,2,Information Technology,2
1,0,3,0,4,0.2,0.3938445058048048,0.3624621976780781,Low,2,Computer Engineering,0
3,3,3,3,12,0.6,0.7457499221617748,0.46170003113529007,Average,0,Computer Engineering,0
0,3,0,0,3,0.15,0.6479746780427257,0.23081012878290974,Low,2,Computer Science,1
2,1,3,1,7,0.35,0.47705889411970015,0.4191764423521199,Low,2,Computer Engineering,0
3,3,3,1,10,0.5,0.5370422399548367,0.4851831040180653,Average,0,Information Technology,2
3,1,1,3,8,0.4,0.8269133365974872,0.3092346653610051,Average,0,Multimedia Arts,3
0,3,3,3,9,0.45,0.5984830533445711,0.43060677866217156,Average,0,Computer Science,1
4,2,2,0,8,0.4,0.9585199803037789,0.2565920078784884,Average,0,Information Technology,2
5,0,2,3,10,0.5,0.876337323851293,0.3494650704594828,Average,0,Information Technology,2
3,0,1,4,8,0.4,0.4966095803561553,0.44135616785753784,Average,0,Multimedia Arts,3
0,0,2,4,6,0.3,0.9159602998275933,0.21361588006896268,Low,2,Multimedia Arts,3
1,3,4,1,9,0.45,0.7157022818859905,0.38371908724560383,Average,0,Computer Engineering,0
2,5,2,2,11,0.55,0.7656629358893898,0.4237348256442441,Average,0,Computer Science,1
1,4,0,1,6,0.3,0.568325480743755,0.352669807702498,Low,2,Computer Science,1
3,0,2,2,7,0.35,0.4215246076951865,0.4413901569219254,Low,2,Information Technology,2
3,3,4,0,10,0.5,0.4250112267734122,0.5299955092906351,Average,0,Computer Engineering,0
2,4,3,1,10,0.5,0.7382654676443701,0.404693812942252,Average,0,Computer Science,1
3,0,2,3,8,0.4,0.7058537312074361,0.35765850751702555,Average,0,Information Technology,2
2,3,1,3,9,0.45,0.4586884655526894,0.4865246137789243,Average,0,Multimedia Arts,3
2,1,5,3,11,0.55,0.5228410074358691,0.5208635970256523,Average,0,Computer Engineering,0
3,0,1,3,7,0.35,0.4603077126563644,0.4258769149374543,Low,2,Multimedia Arts,3
3,3,0,0,6,0.3,0.8274779336749614,0.24900882653001544,Low,2,Computer Science,1
3,0,4,0,7,0.35,0.8666455321384725,0.263341787144611,Low,2,Computer Engineering,0
3,2,1,4,10,0.5,0.5329913453840627,0.4868034618463749,Average,0,Multimedia Arts,3
2,4,2,0,8,0.4,0.43103038823505335,0.4675878447059787,Average,0,Computer Science,1
3,3,2,2,10,0.5,0.9954653668354112,0.3018138532658355,Average,0,Information Technology,2
2,1,5,3,11,0.55,0.3469015956116629,0.5912393617553349,Average,0,Computer Engineering,0
5,3,1,3,12,0.6,0.4214350433233624,0.591425982670655,Average,0,Information Technology,2
4,3,0,0,7,0.35,0.37071135096773344,0.4617154596129066,Low,2,Information Technology,2
